tissue	cell_type_major	cell_type_minor	cell_type_subset	exp	markers
Pancreas	Pancreatic progenitor cell	Pancreatic progenitor cell	Pancreatic progenitor cell	pos	"ARX,CTNNB1,EPAS1,MFNG,NEUROG3,NKX2-2,ONECUT1,PDX1,PTF1A,RGS16,RPL23A,SOX9,YAP1"
Pancreas	Stellate cell	Stellate cell	Stellate cell	pos	"COL1A1,COL1A2,COL3A1,COL4A1,COL6A1,COL6A2,COL6A3,FN1,GEM,INHBA,MGP,MMP11,NDUFA4L2,PDGFRA,PDGFRB,RGS5,SFRP2,SPARC,SPON2,TGFB1,THY1,TIMP3,TNFAIP6"
Pancreas	Schwann cell	Schwann cell	Schwann cell	pos	"FIGN,GFRA3,GULP1,INSC,MPZ,NGFR,OLFML2A,SEMA3B,SLITRK2"
Lung	Lung Epithelial cell	Alveolar type 1	Alveolar type 1	pos	"CLDN18,AQP4,CAV1,AGER,CEACAM6,CLIC5,CTSE,EMP2,HOPX,PDPN,RNASE1,RTKN2,SCGB3A2"
Lung	Lung Epithelial cell	Alveolar type 2	Alveolar type 2	pos	"CLDN18,AQP4,ABCA3,ETV5,MUC1,NAPSA,PGC,SFTA2,SFTPA1,SFTPA2,SFTPB,SFTPC,SFTPD,SLPI"
Lung	Lung Epithelial cell	Secretory club	Secretory club	pos	"BPIFB1,CCKAR,CXCL6,CYP2F2,MSMB,MUC5B,SCGB1A1,SCGB3A1,SCGB3A2,TFF3,TSPAN8,WFDC2"
Lung	Lung Epithelial cell	Basal cell	Basal cell	pos	"KRT6A,NPP,BCAM,CYR61,DAPL1,DST,HBEGF,KRT14,KRT15,KRT17,KRT5,MKI67,NPPC,S100A2,SERPINB13,SERPINB4,TOP2A,TP63"
Lung	Lung Epithelial cell	Cilliated cell	Cilliated cell	pos	"APOD,C11orf88,C1orf194,C20orf85,C2orf40,C9orf135,C9orf24,CCDC78,DNAH12,DYNLRB2,ERICH3,FAM183A,FOXJ1,KCTD12,LRRIQ1,OMG,PIFO,RP11?356K23.1,RRAD,RSPH1,SNTN,TMEM190,TP73,TPPP3,TSPAN19,TUBB1"
Lung	Lung Epithelial cell	Goblet cell	Goblet cell	pos	"ASRGL1,CEACAM5,CXCL10,IDO1,IL19,LYNX1,LYPD2,MUC5AC,MUC5B,NOS2,PI3,PSCA,S100A4,S100A8,SLC26A4,SPDEF"
Lung	Lung Epithelial cell	Ionocyte	Ionocyte	pos	"ASCL3,ATP6V1G3,CFTR,CLCNKB,FOXI1,IGF1,RARRES2,SCG2,STAP1,TFCP2L1"
Liver	Cholangiocyte	Cholangiocyte	Cholangiocyte	pos	"AGR2,ALB,ALPL,AQP1,AQP4,CCKBR,CD24,CFTR,CLDN4,CXCL1,CXCL6,DEFB1,ELF3,EPCAM,FXYD2,GGT1,GGT6,GGT7,GPBAR1,HNF1B,ITGB4,JAG1,KCNN2,KRT19,KRT7,LCN2,LGALS2,LGALS4,MMP7,MUC5B,ONECUT2,PIGR,SCGB3A1,SCTR,SLC4A2,SOX9,SPP1,SSTR2,TACSTD2,TFF1,TFF2,TFF3"
Liver	Hepatic stellate cell	Hepatic stellate cell	Hepatic stellate cell	pos	"ACTA2,ADAMTS13,AGTR1,ALB,BGN,CCL2,COL1A1,COL1A2,COL3A1,COLEC11,CTGF,CYGB,CYR61,DCN,DES,FAP,FGF10,FOXF1,GFAP,HGF,IGFBP3,IGFBP6,IGFBP7,MEG3,MYB,MYL9,NGFR,NR1H4,OLFML3,PDGFRA,PNPLA3,PPARA,PPARG,RBP1,RELN,RGS5,SEMA7A,SLC8A1,SPARC,SYP,TAGLN,TIMP1,TPM2,VCL,VEGFA,WT1"
Liver	Hepatoblast	Hepatoblast	Hepatoblast	pos	"AFP,ALB,CDH1,CEBPA,DLK1,FOXM1,GGT1,HHEX,HNF1B,HNF4A,KRT14,KRT18,KRT8,MAP2K4,MET,PROX1,SMAD5"
Liver	Hepatocyte	Hepatocyte	Hepatocyte	pos	"A1CF,ABCC3,ABCD3,ACADM,ACAT2,ACLY,ACSS2,AFP,AHR,AKR1C1,ALB,ALDH6A1,AMBP,ANG,ANXA13,APOA1,APOA2,APOA5,APOB,APOC3,APOH,APOM,AQP3,AQP9,AR,ARG1,ASGR1,ASL,ASS1,ATIC,ATP7B,AZGP1,BCHE,BNIP3,C1ORF53,C4B,CDH1,CEBPA,CP,CPS1,CRP,CTNNB1,CYP1A1,CYP1A2,CYP2A6,CYP2A7,CYP2B6,CYP2C19,CYP2C8,CYP2C9,CYP2D6,CYP2E1,CYP3A4,CYP3A7,CYP7A1,DEFB1,EID2,ENTPD5,EPB41L4B,EPPK1,FGA,FGB,FGFR4,FGG,FGL1,FOSL1,FOXA1,FOXA2,FOXA3,FST,G0S2,G6PC,GC,GCK,GHR,GJB2,GLS2,GLUL,GOLT1A,GPAT4,GPC3,GRB14,GRP,GSTA2,HAL,HAMP,HHEX,HMGCS1,HNF4A,HPR,HSD11B1,KIF13B,LEPR,LIPC,LRP5,MASP2,MCC,MRPS18C,MSMO1,NNT,NOS2,NR1I3,OCIAD1,ORM1,OTC,PAH,PCK1,PHLDA1,PLIN1,PLSCR1,PON3,PROX1,PRRG4,RCAN1,RHOB,RND3,RPP25L,SAA4,SAMD5,SAT2,SCD,SDC2,SEC16B,SERPINA1,SERPINA6,SERPINH1,SFRP5,SLBP,SLC10A1,SLC2A2,SLPI,SPTBN1,SULT1A1,TAT,TFR2,TKFC,TM4SF4,TM4SF5,TM7SF2,TMEM97,TP53INP2,TTC36,TTR,UCP2,UGT1A1,VDR,WT1,WTAP,ZHX2"
Liver	Myeloid cell	Kupffer cell	Kupffer cell	pos	"ADGRE1,C1QA,C1QB,C1QC,CCR5,CD14,CD163,CD38,CHIT1,CLEC1B,CLEC4E,CLEC4F,CLEC4G,CSF1R,DNASE1L3,FOLR2,FTL,G6PD,GPIHBP1,HFE,IL1B,IRF7,LYZ,MARCO,MMP13,MNDA,MPO,MSR1,OSM,PLTP,PPARA,PPARD,PROK2,SLC11A1,SLC15A3,SLC40A1,SPIC,STARD5,TIMD4,TLR4,TLR9,TNF,TREM1,VDR,VSIG4"
Blood	Erythroblast	Erythroblast	Erythroblast	pos	"BCL11A,BPGM,CD44,CDH1,CFP,CGA,ENG,EPOR,ETS1,GATA1,GRSF1,GYPA,IGBP1,ITGB1,KIT,KLF1,KMT5A,LMNB1,LMO2,LRP8,PIEZO1,TAL1,TFR2,TFRC,USE1,WRN"
Blood	Erythroid-like and erythroid precursor cell	Erythroid-like and erythroid precursor cell	Erythroid-like and erythroid precursor cell	pos	"AHSG,AHSP,ALAD,ALAS2,APOA1,AQP1,ARG1,ASNS,BPGM,CCNA2,CD36,CD44,CD47,CD55,CEACAM1,COX6B2,DCAF12,EDRF1,EPB41,EPB41L2,EPB42,EPOR,ERMAP,FECH,FOSB,GYPA,GYPB,GYPC,HBA1,HBA2,HBB,HBD,HBG1,HBG2,HBM,HEMGN,HEXA,HMBS,HTATSF1,ITGA4,KCNN4,KEL,KIT,KLF1,LOX,NCOA4,PAN3,PFAS,PKLR,PNPO,RBM38,RHAG,RHD,RSAD2,S100A8,S100A9,SLC25A37,SLC25A39,SLC4A1,SNCA,THBS1,THRB,TMCC2,TSPAN33,TSPO2,UBB,UCP2,UROD,UROS,VAMP5"
Blood	Platelet	Platelet	Platelet	pos	"ABCA3,ABCC4,ACKR3,ADAM10,ADGRE5,AGPAT1,ALDH2,ALOX12,ALOX5AP,ANGPT1,ARHGAP10,ARHGDIB,ATP2A3,ATP8A1,BGLAP,BIN2,C2ORF88,CA2,CAVIN2,CCL5,CCR1,CCR3,CCR4,CD109,CD226,CD36,CD40,CD40LG,CD46,CD69,CD84,CD9,CDKN2D,CLEC1B,CRLF2,CTSA,CXCL14,CXCR4,CYP2U1,DAB2,ERO1A,ESAM,F11R,F13A1,F2R,F5,F7,FCGR2A,FERMT3,FHL1,GNG11,GP1BA,GP1BB,GP5,GP9,GPX1,GRAP2,HFE,HIST1H2BC,HIST1H2BK,HIST1H3H,HLA-A,IL1A,IL33,ILK,ITGA2,ITGA2B,ITGB2,ITGB3,LAPTM5,LGALS8,LRRC32,LTBR,MAP3K7CL,MAPK14,MFSD2B,MMRN1,MPIG6B,MPL,MYL9,NCOA4,NOD2,NOX5,NRGN,OST4,P2RY12,PALLD,PDLIM1,PDZK1IP1,PECAM1,PF4,PLEK,PPBP,PPDPF,PREX1,PRKAR2B,PRKCD,PTCRA,PTGS1,PTGS2,RAP1B,RASGRP2,RGS18,RTL8B,S100A9,SCARB1,SELP,SELPLG,SERPINE1,SH3BGRL2,SIRT3,SLC17A9,SLC26A4,SLC2A3,SMOX,SPARC,SPN,SRGN,STX11,THBS1,TLR1,TLR4,TLR6,TNFSF14,TREML1,TREML2,TUBB1,VEGFA,VWF,WIPF1"
Blood	Reticulocyte	Reticulocyte	Reticulocyte	pos	"CD36,FOLR1,ITGA4,RUVBL1,SLC11A2,TFRC,UBE2O,UCP3"
Blood	Megakaryocyte	Megakaryocyte	Megakaryocyte	pos	"ACHE,ALOX12,CD9,CIB1,CXCR1,CXCR2,CXCR4,EPOR,F13A1,FLI1,GATA1,GATA2,GP1BA,GP5,GP9,IL21R,IL2RA,IL6,ITGA2B,ITGB3,KIF5B,LAT,LRP1,MAFG,MATK,MKL2,MPL,NFATC1,PDE6B,PECAM1,PF4,PLEK,PLK3,PPARG,PROX1,RGS18,S100A8,S100A9,SELP,SLAMF1,SPON2,SYP,TGFB1,TLR9,TREML1,TSPAN9,VEGFA,VWF"
Bone	Hematopoietic stem cell	Hematopoietic stem cell	Hematopoietic stem cell	pos	"ABCB1,ABCG2,ACE,ADGRG1,ALDH1A1,ANGPT1,ANPEP,APC,ARID3A,BAALC,BMI1,CD33,CD34,CD44,CD48,CD59,CDCP1,CDH2,CTNNAL1,CXCR4,DNMT3B,EGR1,EGR3,ELF1,ERG,ESAM,FGD5,FLT3,G0S2,GATA2,GATA3,GFI1,GFI1B,GJB1,GNL3,GPR171,HHEX,HLF,HLX,HMGB3,HOXB5,IL3RA,ITGA2B,ITGA4,ITGA6,KIT,KITLG,LYL1,MAFF,MECOM,MEIS1,MGST1,MPL,MYADM,MYCN,MYCT1,NCOR2,NEO1,NFE2,NKX2-3,NKX3-1,NOTCH1,NOTCH2,PBX2,PITX2,PLXDC2,PRNP,PROCR,PROM1,PTPRC,PTPRE,PTPRS,RGS18,ROBO4,RUNX1,SLAMF1,SPN,TAF7,TAL1,TEK,TET2,TGFB2,THSD1,THY1,TLR2,TRPC6,TXNIP,VWF"
Bone	Osteoblast	Osteoblast	Osteoblast	pos	"ALPL,BGLAP,BMP1,C5AR1,CALB1,CCL11,CD44,COL11A1,COL11A2,COL12A1,COL1A1,CX3CL1,CXCL12,CYP27B1,EFNB2,EGFL6,EPHB4,ESR1,F2R,FAS,FGFR1,FGFR2,FOXO1,GPER1,HIF1A,IBSP,IL33,INSR,ITGA2,ITGA5,LRP4,LRP5,MAGED1,MMP13,NF2,NLRP3,NOD1,NOD2,NPNT,OLFML1,OLFML2B,P2RX4,P2RX5,PARD6G,PENK,PHEX,PLCD4,POSTN,PTH1R,RUNX2,SFRP4,SLC6A6,SOCS3,SP7,SPP1,THY1,TLR5,TNFRSF10A,TNFSF11,VCAM1,VDR,WISP2,WNT5A"
Bone	Osteoclast precursor cell	Osteoclast precursor cell	Osteoclast precursor cell	pos	"CYSLTR1,MITF,NFKB1,NFKB2,TLR4,TNFRSF11A,TRAF6,TREM2"
Bone	Osteoclast	Osteoclast	Osteoclast	pos	"ACP5,AGER,AQP9,CA2,CASR,CCL3,CD68,CTSK,CX3CR1,DCSTAMP,EFNB2,EGFL7,EPHB1,ESR1,GRM8,HIF1A,IRAK3,ITGA2,ITGAV,ITGB1,ITGB3,ITGB5,ITPR3,KCNMA1,LTB4R,MMP9,NRP2,ONECUT1,OSCAR,P2RY6,PTH1R,PTPRA,RAB3B,RGS18,SEMA4D,SERPINF1,SLC2A1,SLC39A14,SMAD4,SNX10,SOST,SPP1,TAS1R3,THRA,TNFRSF11A,TNFRSF11B,TRPV5,VDR,ZBTB7A"
Bone	Osteocyte	Osteocyte	Osteocyte	pos	"EFNB2,FGF23,PDPN,PFN1,SOST"
Embryo	Epiblast cell	Epiblast cell	Epiblast cell	pos	"BCL11A,CDH1,CLDN6,CLDN7,CRMP1,CXCL12,DPYSL5,EPCAM,ERAS,INA,LEF1,MFAP2,NANOG,POU5F1,SLC35D3,SOX11,TDGF1"
Embryo	Hemangioblast	Hemangioblast	Hemangioblast	pos	"ETV2,T,TAL1"
Embryo	Trophoblast cell	Trophoblast cell	Trophoblast cell	pos	"ACKR2,ADAM19,ASCL2,CD4,CDX2,CGB3,CYP24A1,DLX3,ELF5,ERVFRD-1,GCM1,HAND1,HLA-G,HOPX,IGF2,INHBA,KRT7,LIF,MLANA,PARP1,PERP,PHLDA2,PTHLH,S100P,SERPINE1,SIGLEC6,SIRT1,STAR,TFEB,TNFRSF9,TTPA"
Embryo	Trophoblast progenitor cell	Trophoblast progenitor cell	Trophoblast progenitor cell	pos	"FOXO4,ISG20,TFAP2C"
Embryo	Trophoblast stem cell	Trophoblast stem cell	Trophoblast stem cell	pos	TFAP2C
Eye	Müller cell	Müller cell	Müller cell	pos	"ANXA4,APOE,AQP4,ATG4B,CA2,CD44,CLU,CNR2,COL11A1,COL1A1,COL2A1,COL3A1,COL4A2,COL5A1,COL6A1,COL9A1,CRB1,CROT,CRYM,DAPL1,DBI,DKK3,GLUL,GNAI2,GPR37,GSTM5,HES1,IL33,IL6,ITM2B,KCNJ10,KCNJ2,KIT,PRDX6,RDH10,RLBP1,S100A16,SFTPA1,SIX3OS1,SLC1A3,SLC38A3,SLC38A5,SLC6A1,SLITRK2,SOX2,SPC25,SYNPR,TLR2,VEGFA,VSX2,ZBED4"
Eye	Photoreceptor cell	Photoreceptor cell	Photoreceptor cell	pos	"ADAMTS5,B3GALT2,CABP5,CACNA2D3,CACNA2D4,CCDC136,CHGA,CNTN4,CNTNAP2,CPLX3,CRX,FRMD3,GABRA1,GABRG2,GLS,GNB3,GNG13,GPR179,GRM6,HSPA12A,ISL1,KCNMA1,LIN7A,LRTM1,NDNF,NEUROD4,NLK,NR2E3,NRL,NTNG1,OTX2,PCBP3,PCP2,PDC,PDE6G,PRKCA,PROX1,QPCT,RCVRN,RD3L,RHO,RNF152,RNPC3,ROM1,SAG,SEBOX,STRIP2,STX3,SYNE1,TPBG,TRNP1,VSTM2B,VSX2"
Eye	Retinal progenitor cell	Retinal progenitor cell	Retinal progenitor cell	pos	"CALB2,HES1,LGR5,MSI1,NEFH,NOTCH1,PAX6,RAX,RHO,SAG,SIX3,SIX6,SOX9"
Eye	Bipolar cell	Bipolar cell	Bipolar cell	pos	"MIP,GNAS,ISL1"
Eye	Neuron	Interneuron	Interneuron	pos	"AAK1,ABAT,ABCC5,ABR,ACBD5,ACSL4,ADARB1,ADCY1,ADCY8,ADGRA1,ADGRL2,ADORA2A,AGAP1,AKAP8L,APOC3,AQP4,ARHGAP21,ARX,ATG12,BACE1,BRINP1,CACNA1E,CACNA1I,CACNB1,CACNG2,CACNG7,CALB1,CALB2,CALN1,CAMK2A,CAMK4,CAMKV,CASK,CCDC136,CCK,CDH4,CDHR1,CDK17,CDKL5,CGA,CHAT,CHN1,CHST1,CLDN9,CPLX1,CPNE5,CRH,CRHR1,CTGF,CXCL14,DCAF7,DDN,DEPTOR,DHRS3,DISP2,DLGAP1,DLX1,DLX2,DLX5,DNAJC6,DNM3,DZANK1,EID2,ELMO1,EML5,EN1,EOMES,ETV1,EVX1,FAM81A,FBXO11,FBXW11,FCHSD2,FGF12,FRRS1L,FRYL,GABBR2,GABRA4,GABRA5,GAD1,GAL,GATA2,GDA,GNG4,GRIA4,GRIN2D,GRM1,HAP1,HIVEP2,HLF,HPCAL4,HSPA12A,HTR3A,IDS,IGSF21,ILDR2,INAFM1,ISCA1,ISL1,KCNA2,KCNC1,KCNC2,KCNIP2,KCNK9,KCNMA1,KCNQ5,L1CAM,LHX1,LHX3,LHX5,LHX6,LINGO1,LMO3,LPGAT1,LY6G6E,LYNX1,LYPD1,MAGEE1,NAT14,NBEA,NCALD,NDNF,NEFM,NMB,NOS1,NOV,NPTXR,NPY,NRGN,NRIP3,NRN1,NRSN2,NTNG1,NXPH1,NXPH4,OPRM1,OXR1,PACSIN1,PARM1,PAX2,PAX6,PCBP3,PCF11,PCP4L1,PCSK2,PDE1A,PDE4A,PDP1,PIANP,PITX1,PITX2,PLCB4,PNOC,POU2F2,PRKCB,PRKCD,PRKCG,PSD3,PTPN3,PTPN4,PTPRO,PVALB,RAB15,RAB26,RAB3B,RAMP3,RELN,RGMA,RGS10,RGS17,RGS7BP,RORA,RORB,RPRML,SCAMP1,SCN2B,SCN8A,SCRT1,SEMA3E,SHISA6,SHISA8,SHISA9,SHOX2,SLC12A5,SLC16A1,SLC17A6,SLC17A7,SLC22A15,SLC36A1,SLC5A7,SPOCK3,SPTY2D1,SRGAP1,SRGAP3,SST,SURF1,SV2B,SYN1,SYNPR,SYT13,SYT7,TACR1,TCEAL3,TH,TIMELESS,TMEM132D,TMEM163,TRH,TRIM9,TSHB,VGF,VIP,VLDLR,VSX2,ZDHHC17,ZDHHC22,ZIC4"
Eye	Retinal ganglion cell	Retinal ganglion cell	Retinal ganglion cell	pos	"ABLIM3,AKAP7,ATF6B,BARHL2,BBC3,BTBD10,CACNB3,CCDC184,CDK14,CHRNA6,CHRNB3,CPNE4,CPNE5,CSDC2,DCTN1,DNER,DPP10,DTX1,EFNA3,EVC2,FBXO44,FGF12,FXYD7,GALNT14,GALNT9,GALNTL6,GGT7,GPHN,GRIP1,HPCA,IGLON5,IRX5,IRX6,ISL1,KCTD8,KLHDC8A,LHFPL5,MAB21L2,MTUS2,NARF,NEFM,NELL1,NGF,NHLH2,NKAIN3,POU4F1,POU4F2,POU6F2,PRKCA,RBPMS,RBPMS2,RNU1-1,RTN2,SCAPER,SHD,SIX6,SLC17A6,SLC29A4,SMIM18,SNCG,SNX16,SRRM3,STOML1,SYT16,THEM4,TMEM163,TOX2,TTLL1,YDJC"
Eye	Schwann cell	Schwann cell	Schwann cell	pos	"AGR2,ALDOC,APOD,ART3,ASPA,BAG3,BCAS1,BCHE,CADM4,CD82,CLDN19,CMTM5,CNP,CRYAB,CTHRC1,EGFL8,GFAP,GFRA3,GPR37L1,ITGB4,KCNA1,LAMC1,LGI4,MAG,MATN2,MPZ,NDRG1,NF2,NGFR,NOV,NPY,NRN1,NTRK1,OLIG1,PLP1,PMP22,POU3F1,PRX,RXRG,S100B,SCN7A,SEMA3B,SEPT9,SOX10,STMN1,TAGLN,TST"
Intestine	Enteric glial cell	Enteric glial cell	Enteric glial cell	pos	"ALDH1A1,ALDH1A3,CXCL14,DHRS3,DKK3,FOXD3,GFAP,GFRA3,INTS6,L1CAM,LGI4,MPZ,NOS2,RGS16,S100B,SLC18A2,SOX10"
Intestine	Enteric neuron	Enteric neuron	Enteric neuron	pos	"AHDC1,ARHGAP26,ARHGEF28,ASTN1,ATF5,CACNA1B,CACNA1E,CARTPT,CASZ1,CCK,CELF6,CHRNA3,CYB561,CYTH3,DMKN,EFNA5,EML5,FAM19A1,FAM19A5,FBXO7,FILIP1,FLOT2,FSTL5,GAL,GCNT2,GFRA2,GOLGA7B,GPR22,HAND2,HIVEP3,HOXA5,HOXB4,HOXB5,IGF2BP3,JPH3,LIX1,MAP6,MFSD6,MYL1,NMU,PARVA,PHOX2B,PIK3CA,PIRT,PLCE1,PLEKHA5,PPP2R5B,RET,RGMB,RGS3,SCN3A,SCN7A,SLC10A4,SLC18A3,SLC5A7,SLC7A14,SNX21,STXBP5,TAC1,TLX2,TM4SF4,TOX,TSHZ1,TTBK2,TUB,VEZT,VIP,VSTM2L,ZDHHC2"
Intestine	Epithelial cell	Intestinal Epithelial cell	Enterochromaffin cell	pos	"ADGRG4,ADM,AFP,CRH,FGF1,GJB1,LMX1A,PIEZO2,REG4,SLC18A1,TPH1,TRPA1"
Intestine	Epithelial cell	Intestinal Epithelial cell	Enterocyte	pos	"ABCC2,ABCG2,ABCG5,ABCG8,ABHD11,ACSL5,ALDOB,ALPI,ANPEP,APOA1,APOA4,APOB,APOBEC1,APOC3,AQP1,AQP10,AQP11,AQP7,AQP8,ART3,ASCL2,ASPN,BEST4,CA1,CASP6,CBR1,CCL25,CD36,CD55,CDC42EP5,CDH17,CDH19,CDO1,CDX1,CDX2,CEACAM1,CLDN15,COL18A1,COL20A1,CPS1,CREB3L3,CTRB1,CYBRD1,CYP3A4,CYP3A7,DAB1,DEGS2,DGAT1,DGAT2,DMBT1,DPP4,EHF,ELF3,EPHX2,FABP1,FABP2,FABP6,FAHD1,FBP2,FERMT1,FLOT2,FUOM,G0S2,GATA4,GFRA2,GLS,GSTA1,GSTM3,GULP1,HMOX1,HNF4A,ISX,KHK,KLF5,KRT20,KRTCAP3,L1CAM,LCT,LGALS2,LYPD8,MAOA,MEP1A,MOGAT2,MTTP,MUC13,MYO1A,NKD2,NLRP6,NPC1L1,NR1H4,NR5A2,OTC,PDHA1,PDZK1,PHGR1,PLIN2,PLIN3,PMEPA1,PPARG,PPP1R14D,PRAP1,PRR15L,PRSS2,RBP2,REG3A,RGMB,RNF186,S100G,SDSL,SI,SLC10A2,SLC11A2,SLC15A1,SLC23A1,SLC26A2,SLC26A3,SLC28A1,SLC28A2,SLC2A2,SLC2A5,SLC30A10,SLC35F1,SLC39A5,SLC40A1,SLC51A,SLC51B,SLC52A1,SLC5A1,SMOC2,SOX10,SPON2,TM4SF5,TM6SF2,TMC4,TMEM45B,TREH,TRPM6,TTC7A,UGT2B17,VDR,VIL1,VNN1"
Intestine	Epithelial cell	Intestinal Epithelial cell	Enteroendocrine cell	pos	"AFP,ALCAM,ARX,CCK,CHGA,CHGB,CPE,ENPP2,FABP5,FFAR1,FFAR3,FFAR4,GAL,GAST,GCG,GFRA3,GHRL,GIP,GLP1R,GLP2R,GNAT3,GPR119,IAPP,INSL5,ISL1,MC4R,MLN,NEUROD1,NEUROG3,NKX2-2,NPSR1,NTS,NUCB2,PAX6,PCSK1,PYY,RIMBP2,SCGN,SCN3A,SCT,SST,SSTR2,TAC1,TAS1R2,TAS1R3,TRPA1,VEGFA,VWA5B2"
Intestine	Epithelial cell	Intestinal Epithelial cell	Goblet cell	pos	"AGR2,AQP3,ATOH1,BACE2,CDON,CDX2,CLCA1,CREB3L1,FCGBP,GALNT12,GUCA2A,ITLN1,KLK1,KRT20,KRT7,LRRC26,MANF,MUC13,MUC2,MUC4,MUC5AC,MUC5B,NLRP6,OTOGL,PDIA5,PHGR1,PLA2G10,REP15,SLC9A8,SPDEF,SPINK4,TFF3,TMEM207,TPSG1,ZG16"
Intestine	Epithelial cell	Intestinal Epithelial cell	Microfold cell	pos	"AHR,ANXA5,CCL20,CTSD,CTSH,CXCL16,CYBA,EHF,FABP5,FOSL2,FOXP4,GJB2,GP2,IRF2,IRF6,MARCKSL1,MFGE8,MIER3,MTF1,NFIB,NFIC,ONECUT2,PGLYRP1,RAC2,RELB,SOX8,SPIB,TMPRSS2,TNFAIP2,TULP4"
Intestine	Epithelial cell	Intestinal Epithelial cell	Tuft cell	pos	"ALOX5,ASIC5,ATOH1,AVIL,CAMK2B,CDHR2,DCLK1,DRD3,ESPN,FABP1,FFAR3,GFI1B,GNAT3,GNG13,IL13RA1,IL17RB,IL25,IRF7,KLF3,KLF6,LRMP,NREP,PLCB2,POU2F3,PTGS1,PTPRC,RAC2,RGS2,SOX9,SUCNR1,TAS1R3,TRPM5,TSLP"
Intestine	Epithelial cell	Intestinal Epithelial cell	Crypt cell	pos	"ASCL2,AXIN2,BMI1,EPHB2,HOPX,KCNE3,KCNQ1,LGR5,LRIG1,MSI1,OLFM4,PROM1,SLC12A2,SMOC2,TERT,TNFRSF19"
Intestine	Epithelial cell	Intestinal Epithelial cell	Paneth cell	pos	"ADIPOQ,AGR2,ATG16L1,CFD,CLCA1,CSF2,CTNNB1,DEFA1,DEFA3,DEFA5,DEFA6,DLL1,DLL4,DMBT1,FABP4,GPX2,GUCA2A,GUCA2B,IL4R,ITLN1,KCNN4,KLF15,LGALS2,LGR4,LYZ,MMP7,MPTX1,MUC2,NOD2,PLA2G2A,PNLIPRP2,PRSS1,RAP1A,REG3G,RETNLB,RIPK2,SPINK4,TLR5,TLR9,TM4SF20,WNT3,WNT9B"
Stomach	Epithelial cell	Gastric Epithelial cell	Parietal cell	pos	"AQP4,ASAP3,ATP4B,BMI1,CD24,HAMP,HDC,HIP1R,KCNE2,KCNQ1,PODXL,PTCH1,SHH,SLC12A6"
Stomach	Epithelial cell	Gastric Epithelial cell	Foveolar cell	pos	"AKR1B10,ANXA10,CLDN18,CLPS,FOXQ1,GKN1,GKN2,GSTA1,IL33,KRT20,LGALS2,LGALS4,MUC1,MUC5AC,PGC,PLA2G1B,PSCA,PTGR1,SULT1C2,TFF1,TFF2"
Stomach	Epithelial cell	Gastric Epithelial cell	Gastric chief cell	pos	"ANPEP,BHLHA15,CHIA,CHRM3,EGFR,KCNQ1,LEP,LGR5,PRKCZ,RAB3D"
Heart	Cardiac stem and precursor cell	Cardiac stem and precursor cell	Cardiac stem and precursor cell	pos	"ABCG2,ADGRL2,ANKRD1,BMP4,ETV2,FUT4,GATA4,ISL1,KIT,KITLG,MESP1,MYH6,NKX2-5,TBX18,TBX3,TBX4,WNT5A,WT1"
Heart	Cardiomyocyte	Cardiomyocyte	Cardiomyocyte	pos	"ACTA1,ACTC1,ACTN2,ADIPOQ,ADIPOR1,ADIPOR2,ADM,ADPRHL1,ALCAM ,ALPK3,ANKRD1,AQP1,ART3,ASB2,ATP2A2,BDNF,BMP4,CASQ2,CD36,CKB,CKM,CKMT2,CORO6,CPT1A,CSRP3,CTGF,CTNNB1,CXCR4,DES,DMD,ENO3,FABP4,FGF2,FGF23,FHL2,FMOD,GATA4,GATA6,GJA5,GPIHBP1,HAMP,HAND1,HAND2,HEY2,HMGB2,HSPB7,IL11RA,JPH2,LOX,MB,MFN2,MITF,MTTP,MYBPC3,MYH6,MYH7,MYH7B,MYL2,MYL3,MYL4,MYL7,MYOM1,MYOM2,MYOZ2,NEXN,NKX2-5,NOTCH1,NPPA,NPPB,NPPC,OBSCN,PDE1A,PDE4D,PDLIM5,PLN,PNMT,PYGM,RBM20,RBM24,RRAD,RYR2,SGPL1,SLC5A1,SLN,SMPX,SORBS2,SOX18,SPEG,STC1,STRN,TBX20,TCAP,TNNC1,TNNI1,TNNI3,TNNT2,TPM1,TRDN,TRIM63,TRPV1,TTN,TXLNB,VLDLR,ZFPM2"
Heart	His bundle cell	His bundle cell	His bundle cell	pos	"GJA5,GJC1,KCNK3"
Heart	Purkinje fiber cell	Purkinje fiber cell	Purkinje fiber cell	pos	"B3GAT1,GJA5,GJC1,KCNK3,NEFM"
Breast	Epithelial cell	Epithelial cell	Luminal epithelial cell	pos	"AGR2,ANKRD30A,ANPEP,ANXA1,AQP3,AQP5,AR,AREG,ATP2C2,ATP7B,BTG1,CD74,CD9,CDH1,CEBPD,CLDN4,DDR1,ESR1,FGFR2,FGFR4,FGG,HIF1A,HMGA1,KLK3,KRT18,KRT19,KRT23,KRT8,LCN2,LTF,MUC1,PGR,PIP,PROM1,PTH1R,RUNX1,SAA2,SERPINA1,SERPINB3,SERPINB4,SLC12A2,SLPI,STC2,SYTL2,TNFSF10,UXT,WFDC2,WNT5A"
